"assists_name","assists_assists","assists_assist_points","assists_two_pt_assists","assists_three_pt_assists","assists_at_rim_assists","assists_short_mid_range_assists","assists_long_mid_range_assists","assists_corner3assists","assists_arc3assists","fouls_fouls","fouls_shooting_fouls","fouls_loose_ball_fouls","fouls_loose_ball_fouls_drawn","fouls_offensive_fouls","fouls_charge_fouls","fouls_offensive_fouls_drawn","fouls_charge_fouls_drawn","fouls_clear_path_fouls","fouls_transition_take_fouls","fouls_transition_take_fouls_drawn","fouls_defensive_3_seconds_violations","fouls_fouls_drawn","free_fta","free_technical_free_throw_trips","free_two_pt_shooting_fouls_drawn","free_x2pt_and_1_free_throw_trips","free_three_pt_shooting_fouls_drawn","free_x3pt_and_1_free_throw_trips","free_non_shooting_fouls_drawn","free_shooting_fouls_drawn_pct","free_two_pt_shooting_fouls_drawn_pct","free_three_pt_shooting_fouls_drawn_pct","misc_plus_minus","misc_on_off_rtg","misc_on_def_rtg","misc_first_chance_points","misc_three_pt_off_rebounded_pct","misc_at_rim_off_rebounded_pct","misc_short_mid_range_off_rebounded_pct","misc_long_mid_range_off_rebounded_pct","misc_blocks","misc_blocked2s","misc_blocked3s","misc_blocked_at_rim","misc_blocked_short_mid_range","misc_blocked_long_mid_range","misc_blocked_corner3","misc_blocked_arc3","misc_recovered_blocks","misc_blocks_recovered_pct","misc_steals","misc_lost_ball_steals","misc_bad_pass_steals","misc_defensive_goaltends","profile_height_in","profile_weight_lbs","rebounds_rebounds","rebounds_def_rebounds","rebounds_ft_def_rebounds","rebounds_def_ft_rebound_pct","rebounds_def_two_pt_rebounds","rebounds_def_two_pt_rebound_pct","rebounds_def_three_pt_rebounds","rebounds_def_three_pt_rebound_pct","rebounds_def_fg_rebound_pct","rebounds_off_rebounds","rebounds_ft_off_rebounds","rebounds_off_ft_rebound_pct","rebounds_off_two_pt_rebounds","rebounds_off_two_pt_rebound_pct","rebounds_off_three_pt_rebounds","rebounds_off_three_pt_rebound_pct","rebounds_off_fg_rebound_pct","rebounds_def_at_rim_rebound_pct","rebounds_def_short_mid_range_rebound_pct","rebounds_def_long_mid_range_rebound_pct","rebounds_def_arc3rebound_pct","rebounds_def_corner3rebound_pct","rebounds_off_at_rim_rebound_pct","rebounds_off_short_mid_range_rebound_pct","rebounds_off_long_mid_range_rebound_pct","rebounds_off_arc3rebound_pct","rebounds_off_corner3rebound_pct","rebounds_self_o_reb","rebounds_self_o_reb_pct","scoring_off_poss","scoring_points","scoring_fg2m","scoring_fg2a","scoring_fg2pct","scoring_fg3m","scoring_fg3a","scoring_fg3pct","scoring_non_heave_fg3pct","scoring_ft_points","scoring_pts_assisted2s","scoring_pts_unassisted2s","scoring_pts_assisted3s","scoring_pts_unassisted3s","scoring_assisted2s_pct","scoring_non_putbacks_assisted2s_pct","scoring_assisted3s_pct","scoring_fg3a_pct","scoring_shot_quality_avg","scoring_efg_pct","scoring_ts_pct","scoring_pts_putbacks","scoring_fg2a_blocked","scoring_fg2a_pct_blocked","scoring_fg3a_blocked","scoring_fg3a_pct_blocked","scoring_usage","second_second_chance_off_poss","second_second_chance_points","second_second_chance_points_pct","second_second_chance_fg2m","second_second_chance_fg2a","second_second_chance_fg2pct","second_second_chance_fg3m","second_second_chance_fg3a","second_second_chance_fg3pct","second_second_chance_ft_points","second_second_chance_efg_pct","second_second_chance_ts_pct","second_second_chance_shot_quality_avg","second_second_chance_at_rim_fgm","second_second_chance_at_rim_fga","second_second_chance_at_rim_frequency","second_second_chance_at_rim_accuracy","second_second_chance_at_rim_pct_assisted","second_second_chance_corner3fgm","second_second_chance_corner3fga","second_second_chance_corner3frequency","second_second_chance_corner3accuracy","second_second_chance_corner3pct_assisted","second_second_chance_arc3fgm","second_second_chance_arc3fga","second_second_chance_arc3frequency","second_second_chance_arc3accuracy","second_second_chance_arc3pct_assisted","second_second_chance_turnovers","shot_shot_quality_avg","shot_at_rim_fg3a_frequency","shot_avg2pt_shot_distance","shot_avg3pt_shot_distance","shot_at_rim_fgm","shot_at_rim_fga","shot_at_rim_frequency","shot_at_rim_accuracy","shot_unblocked_at_rim_accuracy","shot_at_rim_pct_assisted","shot_at_rim_pct_blocked","shot_short_mid_range_fgm","shot_short_mid_range_fga","shot_short_mid_range_frequency","shot_short_mid_range_accuracy","shot_unblocked_short_mid_range_accuracy","shot_short_mid_range_pct_assisted","shot_short_mid_range_pct_blocked","shot_long_mid_range_fgm","shot_long_mid_range_fga","shot_long_mid_range_frequency","shot_long_mid_range_accuracy","shot_unblocked_long_mid_range_accuracy","shot_long_mid_range_pct_assisted","shot_long_mid_range_pct_blocked","shot_corner3fgm","shot_corner3fga","shot_corner3frequency","shot_corner3accuracy","shot_unblocked_corner3accuracy","shot_corner3pct_assisted","shot_corner3pct_blocked","shot_arc3fgm","shot_arc3fga","shot_arc3frequency","shot_arc3accuracy","shot_unblocked_arc3accuracy","shot_arc3pct_assisted","shot_arc3pct_blocked","shot_non_heave_arc3fgm","shot_non_heave_arc3fga","shot_non_heave_arc3accuracy","shot_heave_attempts","shot_heave_makes","turnovers_turnovers","turnovers_live_ball_turnovers","turnovers_dead_ball_turnovers","turnovers_live_ball_turnover_pct","turnovers_lost_ball_turnovers","turnovers_lost_ball_out_of_bounds_turnovers","turnovers_bad_pass_turnovers","turnovers_bad_pass_out_of_bounds_turnovers","turnovers_travels","turnovers_x3second_violations","turnovers_step_out_of_bounds_turnovers","turnovers_offensive_goaltends","turnovers_height_in","turnovers_weight_lbs"
"Bol Bol",99,237,60,39,45,7,8,11,28,153,91,6,9,5,3,3,0,0,0,1,3,113,153,0,72,26,6,1,9,0.1,0.124783362218371,0.0295566502463054,-199,109.26243567753,113.504823151125,793,0.222222222222222,0.486486486486487,0.388349514563107,0.28,122,102,20,49,46,7,6,14,78,0.639344262,44,11,33,12,87,220,597,488,38,0.292307692307692,205,0.21025641025641,245,0.208866155157715,0.209497206703911,109,1,0.008130081,72,0.0610169491525424,36,0.039430449,0.0516005733397038,0.155425219941349,0.246153846153846,0.223463687150838,0.213302752293578,0.196013289036545,0.063938619,0.074626866,0.027667984,0.0362116991643454,0.051282051,17,0.0562913907284768,4664,982,340,531,0.640301318,63,198,0.318181818181818,0.318181818181818,113,420,260,159,30,0.617647058823529,0.721649484536082,0.841269841269841,0.271604938271605,0.529197736625514,0.5960219478738,0.622306717363752,98,20,0.037664783,3,0.0151515151515152,17.8368121442125,533,189,0.192464358452138,75,106,0.707547169811321,7,11,0.636363636363636,18,0.730769230769231,0.732558139534884,0.561469871794872,60,70,0.598290598290598,0.857142857142857,0.183333333333333,2,2,0.0170940170940171,1,1,5,9,0.076923077,0.555555555555556,1,13,0.529197736625514,0.596707818930041,6.7105461393597,25.2075757575758,200,237,0.325102880658436,0.843881856540084,0.869565217391304,0.56,0.029535864978903,113,216,0.296296296296296,0.523148148148148,0.556650246305419,0.672566372,0.060185185,27,78,0.106995884773663,0.346153846153846,0.346153846153846,0.814814814814815,0,19,67,0.091906722,0.283582089552239,0.283582089552239,1,0,44,131,0.179698216735254,0.33587786259542,0.34375,0.772727272727273,0.0229007633587786,44,131,0.33587786259542,0,0,151,83,68,0.549668874172185,48,16,35,12,21,0,7,0,87,220
"Jericho Sims",86,216,42,44,18,16,8,13,31,239,144,17,33,28,1,9,0,0,0,0,6,104,76,0,37,12,0,0,7,0.138059701492537,0.138576779026217,0,-25,112.826333711691,112.550698512844,279,0,0.463414634146341,0.157894736842105,0,78,77,1,45,31,1,0,1,46,0.58974358974359,40,10,30,4,82,250,645,398,22,0.180327868852459,190,0.176415970287837,186,0.178674351585014,0.17752596789424,247,2,0.0192307692307692,139,0.129422718808194,106,0.098604651,0.11400651465798,0.162907268170426,0.184873949579832,0.183168316831683,0.182728410513141,0.165289256198347,0.130434782608696,0.141176470588235,0.092485549,0.092307692,0.115254237288136,7,0.148936170212766,4405,402,179,242,0.739669421487603,0,1,0,0,44,256,102,0,0,0.715083798882682,0.955223880597015,0,0.004115226,0.650715702,0.736625514403292,0.730909091,90,14,0.05785124,0,0,6.94636849396398,555,123,0.305970149253731,55,81,0.679012345679012,0,0,0,13,0.679012345679012,0.661290322580645,0.624085714285714,54,75,0.925925925925926,0.72,0.12962962962963,0,0,0,0,0,0,0,0,0,0,12,0.650715702,0.876543209876543,1.98471074380165,59.3,169,212,0.872427983539095,0.797169811320755,0.845,0.698224852071006,0.056603774,10,29,0.119341563786008,0.344827586206897,0.37037037037037,1,0.068965517,0,1,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004115226,0,0,0,0,0,0,0,1,0,76,25,51,0.328947368421053,12,5,13,5,5,2,2,1,82,250
"Peyton Watson",125,294,81,44,50,21,10,8,36,205,131,10,9,3,8,4,1,0,1,2,0,125,169,1,83,13,0,0,8,0.11448275862069,0.163064833005894,0,-135,113.186318631863,114.068021201413,731,0.152173913043478,0.322916666666667,0.290697674418605,0.066666667,121,109,12,72,35,2,3,9,67,0.553719008264463,62,25,37,8,79,200,367,283,39,0.270833333333333,118,0.09254902,126,0.13125,0.10917225950783,84,1,0.008,42,0.0358974358974359,41,0.049636804,0.041583166,0.073529412,0.105175292153589,0.1,0.138356164383562,0.108695652173913,0.042128603,0.0291060291060291,0.0378151260504202,0.046474358974359,0.059405941,9,0.031690141,4444,802,240,439,0.546697038724374,69,216,0.319444444444444,0.330143540669856,115,366,114,204,3,0.7625,0.816964285714286,0.985507246376812,0.329770992366412,0.566509336419753,0.524427480916031,0.546384720327422,32,51,0.116173120728929,0,0,16.3592622293504,462,71,0.088528678,22,51,0.431372549019608,5,21,0.238095238095238,12,0.409722222222222,0.44375,0.554831111111111,15,35,0.486111111111111,0.428571428571429,0.133333333333333,1,6,0.083333333,0.166666666666667,1,4,15,0.208333333333333,0.266666666666667,1,11,0.566509336419753,0.732824427,4.684965831,25.5208333333333,166,264,0.403053435114504,0.628787878787879,0.71244635193133,0.789156626506024,0.117424242424242,62,148,0.225954198473282,0.418918918918919,0.484375,0.709677419354839,0.135135135135135,12,27,0.041221374,0.444444444444444,0.444444444444444,0.666666666666667,0,35,102,0.155725190839695,0.343137254901961,0.343137254901961,1,0,34,114,0.174045801526718,0.298245614035088,0.298245614035088,0.970588235294118,0,34,107,0.317757009345794,7,0,84,46,38,0.547619047619048,19,7,27,9,6,0,2,1,79,200
"Lou Williams",330,791,199,131,150,30,19,48,83,110,33,4,1,1,0,9,3,0,0,0,0,207,251,2,93,16,14,0,19,0.101229895931883,0.12109375,0.048442907,92,114.973614775726,113.801506424457,1028,0.189024390243902,0.454545454545455,0.315789473684211,0.228187919463087,9,8,1,4,4,0,1,0,5,0.555555555555556,75,22,53,1,73,175,225,188,6,0.054545455,87,0.076048951,95,0.095573441,0.085126286,37,0,0,29,0.0231075697211155,8,0.009259259,0.0174610665408211,0.073903002,0.070021882,0.090551181,0.093112245,0.104761904761905,0.037356322,0.027372263,0.002785515,0.0108024691358025,0.00462963,9,0.017274472,4548,1103,284,691,0.410998552821997,106,275,0.385454545454545,0.385454545454545,217,168,400,201,117,0.295774647887324,0.301075268817204,0.632075471698113,0.284679089026915,0.47916149068323,0.458592133,0.511617100371747,10,46,0.066570188,3,0.010909091,24.1623965313362,472,75,0.067996374,20,42,0.476190476190476,6,22,0.272727272727273,17,0.453125,0.528169014,0.501338888888889,8,14,0.21875,0.571428571428571,0.125,2,8,0.125,0.25,0,4,14,0.21875,0.285714285714286,0.75,8,0.47916149068323,0.433747412008282,10.550506512301,25.0709090909091,78,144,0.149068322981366,0.541666666666667,0.609375,0.243589743589744,0.111111111111111,124,315,0.326086956521739,0.393650793650794,0.429065743944637,0.354838709677419,0.082539683,82,232,0.240165631469979,0.353448275862069,0.359649122807018,0.25609756097561,0.0172413793103448,39,92,0.095238095,0.423913043478261,0.423913043478261,0.948717948717949,0,67,183,0.18944099378882,0.366120219,0.372222222222222,0.447761194029851,0.016393443,67,183,0.366120219,0,0,151,120,31,0.794701986754967,17,8,103,17,3,0,1,0,73,175
"Tomas Satoransky",455,1082,283,172,197,61,25,51,121,160,69,10,4,5,2,21,2,0,0,0,0,152,133,1,62,20,2,0,11,0.113475177304965,0.158567774936061,0.0115606936416185,-165,110.258717660292,113.460246360582,590,0.214285714285714,0.30952380952381,0.197674418604651,0.214285714285714,19,18,1,14,4,0,0,1,7,0.368421052631579,69,26,43,0,79,210,268,211,3,0.0309278350515464,99,0.08616188,109,0.121651785714286,0.101711491442543,57,0,0,28,0.0240137221269297,29,0.03258427,0.027723735,0.0861678,0.08008658,0.097560976,0.122535211267606,0.118279569892473,0.033254157,0.0202429149797571,0.015936255,0.0303468208092486,0.04040404,5,0.0204918032786885,4445,645,188,349,0.538681948424069,53,171,0.309941520467836,0.319277108433735,110,162,214,159,0,0.430851063829787,0.445054945054945,1,0.328846153846154,0.516032524271845,0.514423076923077,0.560869565217391,12,24,0.068767908,2,0.0116959064327485,14.3687374749499,462,55,0.085271318,16,30,0.533333333333333,3,17,0.176470588235294,14,0.436170212765957,0.518867924528302,0.507525806451613,11,15,0.319148936170213,0.733333333333333,0.454545454545455,0,1,0.021276596,0,0,3,16,0.340425531914894,0.1875,1,9,0.516032524271845,0.619230769230769,6.96934097421203,25.77660819,109,151,0.290384615384615,0.721854304635762,0.756944444444444,0.541284403669725,0.0463576158940397,51,142,0.273076923076923,0.359154929577465,0.401574803149606,0.176470588235294,0.105633802816901,28,56,0.107692307692308,0.5,0.518518518518518,0.464285714285714,0.035714286,19,53,0.101923076923077,0.358490566037736,0.358490566037736,1,0,34,118,0.226923076923077,0.288135593,0.293103448275862,1,0.016949153,34,113,0.300884955752212,5,0,142,102,40,0.71830985915493,21,6,81,21,3,0,0,1,79,210
"Scoot Henderson",423,1032,237,186,145,61,31,64,122,238,99,19,10,15,11,23,3,0,0,1,1,259,254,0,107,19,4,0,25,0.104618284637135,0.145380434782609,0.0123076923076923,-604,108.137472283814,121.314741035857,977,0.258536585365854,0.402684563758389,0.315436241610738,0.216216216216216,15,13,2,7,5,1,1,1,9,0.6,64,30,34,0,75,206,242,177,10,0.094339623,77,0.080628272,90,0.090452261,0.085641026,65,4,0.039215686,36,0.027027027,25,0.0267094017094017,0.0268959435626102,0.065088757,0.06937799,0.130653266331658,0.091032609,0.088803089,0.026315789,0.024263431542461,0.035874439,0.031930334,0.0121457489878543,11,0.0214424951267057,4510,1068,275,648,0.424382716049383,104,321,0.32398753894081,0.330128205128205,206,148,402,198,114,0.269090909090909,0.278195488721804,0.634615384615385,0.331269349845201,0.530518404588113,0.444788441692466,0.49171270718232,18,64,0.098765432,0,0,25.7153758107593,628,91,0.085205993,25,59,0.423728814,9,27,0.333333333333333,14,0.447674418604651,0.478947368421053,0.533338709677419,18,34,0.395348837209302,0.529411764705882,0.111111111111111,0,2,0.0232558139534884,0,0,9,25,0.290697674418605,0.36,0.666666666666667,13,0.530518404588113,0.635706914344685,7.27114197530864,26.5853582554517,145,295,0.304437564,0.491525423728814,0.568627450980392,0.296551724,0.135593220338983,78,227,0.234262125902993,0.343612334801762,0.38423645320197,0.217948717948718,0.105726872246696,52,126,0.130030959752322,0.412698412698413,0.412698412698413,0.269230769230769,0,15,44,0.045407637,0.340909090909091,0.340909090909091,0.733333333333333,0,89,277,0.285861713106295,0.32129963898917,0.32129963898917,0.617977528089888,0,88,267,0.329588014981273,9,1,264,169,95,0.640151515151515,51,14,118,33,14,0,4,0,75,206
"Kevin Knox II",85,203,52,33,34,12,6,8,25,201,123,17,6,6,3,6,0,0,0,0,3,98,124,3,59,14,0,0,9,0.074589128,0.160326086956522,0,-414,107.353262055422,116.259808195292,817,0.196363636363636,0.305084745762712,0.411764705882353,0.28125,27,26,1,12,14,0,1,0,17,0.62962962962963,53,13,40,2,79,215,357,281,29,0.201388888888889,111,0.106525911708253,141,0.146569646569647,0.125748502994012,76,5,0.034965035,35,0.029585798816568,36,0.0354679802955665,0.032302093,0.098795181,0.114649681528662,0.102564102564103,0.142857142857143,0.158590308370044,0.0272108843537415,0.0245398773006135,0.0434782608695652,0.042912874,0.0121951219512195,14,0.036553525,4583,894,179,323,0.554179566563467,146,423,0.3451536643026,0.345971563981043,98,256,102,435,3,0.715083798882682,0.771084337349398,0.993150684931507,0.567024128686327,0.54675355704698,0.533512064343164,0.5575,26,30,0.092879257,4,0.009456265,17.2413793103448,530,77,0.086129754,21,45,0.466666666666667,9,36,0.25,8,0.425925925925926,0.452941176470588,0.534740740740741,19,31,0.382716049382716,0.612903225806452,0.157894736842105,5,11,0.135802469135802,0.454545454545455,1,4,25,0.308641975308642,0.16,1,7,0.54675355704698,0.813672922252011,6.12383900928793,25.0947990543735,125,184,0.246648793565684,0.679347826086957,0.766871165644172,0.688,0.114130434782609,37,89,0.119302949061662,0.415730337078652,0.4625,0.783783783783784,0.101123595505618,17,50,0.067024129,0.34,0.34,0.764705882352941,0,65,166,0.222520107238606,0.391566265060241,0.401234567901235,1,0.0240963855421687,81,257,0.344504021447721,0.315175097276265,0.315175097276265,0.987654320987654,0,81,256,0.31640625,1,0,96,42,54,0.4375,21,7,21,11,19,0,6,1,79,215
"Ben McLemore",98,239,55,43,42,10,3,13,30,191,109,13,3,6,2,9,2,0,0,0,0,124,141,9,29,7,20,2,13,0.050901379,0.126637554585153,0.026610644,-451,105.659546355428,115.514964788732,957,0.227272727272727,0.333333333333333,0.238095238095238,0.208333333333333,19,19,0,11,8,0,0,0,9,0.473684210526316,61,19,42,1,75,195,203,176,18,0.116883116883117,69,0.06969697,89,0.089267803,0.07951686,27,0,0,12,0.0111317254174397,15,0.012931034,0.0120643431635389,0.065853659,0.059125964,0.09947644,0.095238095,0.072519084,0.0182232346241458,0.005012531,0.008333333,0.0154015401540154,0.003984064,4,0.007905138,4541,1061,103,207,0.497584541062802,248,697,0.355810616929699,0.357864357864358,111,172,34,717,27,0.83495145631068,0.868686868686869,0.963709677419355,0.771017699115044,0.539448833333333,0.525442477876106,0.552246603970742,8,20,0.096618357,17,0.024390243902439,20.6268364348678,504,104,0.098020735,11,20,0.55,25,66,0.378787878787879,7,0.563953488,0.577777777777778,0.538818421052632,5,8,0.093023256,0.625,0.4,9,25,0.290697674418605,0.36,1,16,41,0.476744186046512,0.390243902439024,0.9375,6,0.539448833333333,0.878318584070796,9.55700483091788,25.4315638450502,63,97,0.107300884955752,0.649484536082474,0.707865168539326,0.873015873,0.082474227,7,28,0.0309734513274336,0.25,0.368421052631579,0.428571428571429,0.321428571428571,33,82,0.090707965,0.402439024390244,0.417721518987342,0.848484848484849,0.0365853658536585,105,211,0.233407079646018,0.497630331753554,0.507246376811594,0.990476190476191,0.018957345971564,143,486,0.537610619469027,0.294238683,0.302325581395349,0.944055944055944,0.0267489711934156,143,482,0.296680497925311,4,0,97,65,32,0.670103092783505,25,4,40,8,8,0,4,0,75,195
"Elfrid Payton",350,825,225,125,147,46,32,37,88,164,60,9,0,5,6,7,0,0,0,0,0,137,141,0,69,21,0,0,12,0.077441077,0.089147287,0,-151,108.752285191956,111.489554950045,722,0.227848101265823,0.339506172839506,0.353535353535354,0.272727272727273,18,16,2,7,9,0,0,2,10,0.555555555555556,82,27,55,0,75,195,328,238,4,0.0310077519379845,116,0.109227871939736,118,0.109360518999073,0.10929472209248,90,2,0.0150375939849624,63,0.0463576158940397,25,0.0324675324675325,0.04133396,0.089449541,0.111111111111111,0.144796380090498,0.100961538461538,0.137651821862348,0.0588235294117647,0.04130809,0.0335820895522388,0.0279329608938547,0.042918455,17,0.0467032967032967,4376,836,327,726,0.450413223140496,32,117,0.273504273504274,0.273504273504274,86,172,482,90,6,0.262996941896024,0.281045751633987,0.9375,0.138790035587189,0.503793883610451,0.444839857651246,0.462901439645626,42,109,0.150137741046832,1,0.008547009,21.4043486933972,546,114,0.136363636363636,43,89,0.48314606741573,6,14,0.428571428571429,10,0.504854368932039,0.518181818181818,0.533091025641026,36,62,0.601941747572815,0.580645161290323,0.138888888888889,1,2,0.0194174757281553,0.5,1,5,12,0.116504854368932,0.416666666666667,1,17,0.503793883610451,0.552787663107948,5.60289256198347,25.0145299145299,185,349,0.413997627520759,0.530085959885387,0.629251700680272,0.297297297297297,0.157593123209169,125,326,0.386714116251483,0.383435582822086,0.457875457875458,0.208,0.162576687116564,17,51,0.0604982206405694,0.333333333333333,0.34,0.294117647058824,0.019607843,13,49,0.058125741,0.26530612244898,0.270833333333333,1,0.020408163,19,68,0.080664294,0.279411764705882,0.279411764705882,0.894736842105263,0,19,68,0.279411764705882,0,0,170,113,57,0.664705882352941,27,7,86,17,11,0,9,0,75,195
"Enes Freedom",92,232,44,48,23,6,15,7,41,210,142,14,38,20,5,3,0,0,0,0,3,171,192,0,94,28,0,0,17,0.129834254143646,0.131468531468531,0,224,120.444139194139,115.501031873424,548,0.2,0.380681818181818,0.243589743589744,0.5,62,60,2,40,18,2,0,2,36,0.580645161290323,38,18,20,0,82,250,955,610,41,0.356521739130435,314,0.26677994902294,255,0.271855010660981,0.26903073286052,345,7,0.076923077,209,0.188969258589512,129,0.116742081447964,0.152872003618272,0.227053140096618,0.291220557,0.283783783783784,0.288159771754636,0.223628691983122,0.225419664268585,0.198581560283688,0.116541353383459,0.108527131782946,0.153465346534653,32,0.175824175824176,4368,934,387,649,0.596302003081664,3,9,0.333333333333333,0.375,151,348,426,9,0,0.449612403100775,0.687747035573123,1,0.013677811550152,0.571745738203957,0.594984802431611,0.630229419703104,268,84,0.129429892141757,0,0,16.5317005727829,593,386,0.413276231263383,161,273,0.58974358974359,0,0,0,64,0.58974358974359,0.62258064516129,0.623497282608696,149,243,0.89010989010989,0.613168724279835,0.0536912751677852,0,0,0,0,0,0,0,0,0,0,20,0.571745738203957,0.790273556,2.62403697996918,29,333,511,0.776595745,0.651663405088063,0.735099337748344,0.441441441441441,0.113502935420744,51,129,0.196048632,0.395348837209302,0.495145631067961,0.470588235294118,0.201550387596899,3,9,0.013677811550152,0.333333333333333,0.333333333333333,1,0,1,1,0.001519757,1,1,1,0,2,8,0.012158055,0.25,0.25,1,0,2,7,0.285714285714286,1,0,98,47,51,0.479591836734694,31,4,16,7,11,3,0,0,82,250
"Jordan Goodwin",323,766,203,120,107,72,24,34,86,172,97,6,11,3,1,13,1,0,1,4,2,127,128,0,56,14,0,0,14,0.071794872,0.107692307692308,0,-218,109.086778736938,113.548970821081,624,0.183431952662722,0.447368421052632,0.304,0.283018867924528,44,41,3,22,19,0,1,2,29,0.659090909090909,106,60,46,0,76,200,459,314,15,0.107913669064748,168,0.155268022181146,131,0.13717277486911,0.146784486990673,145,4,0.030769231,86,0.072268908,55,0.0600436681222707,0.066951567,0.125319693094629,0.178861788617886,0.155778894472362,0.145118733509235,0.106598984771574,0.07651715,0.075812274,0.0583657587548638,0.051460362,0.091370558,20,0.054347826,4402,775,219,478,0.4581589958159,80,260,0.307692307692308,0.308880308880309,97,116,322,207,33,0.264840182648402,0.311827956989247,0.8625,0.35230352303523,0.510598029891304,0.459349593495935,0.488035264483627,66,52,0.108786610878661,3,0.0115384615384615,17.8437930356089,574,151,0.194838709677419,54,108,0.5,10,41,0.24390243902439,13,0.463087248322148,0.487096774193548,0.533725247524752,36,68,0.456375838926175,0.529411764705882,0.055555556,1,9,0.060402685,0.111111111111111,1,9,32,0.214765100671141,0.28125,0.777777777777778,12,0.510598029891304,0.607046070460705,7.5847280334728,25.5488461538462,111,188,0.254742547425474,0.590425531914894,0.660714285714286,0.324324324324324,0.106382978723404,77,202,0.273712737127371,0.381188118811881,0.447674418604651,0.181818181818182,0.148514851485149,31,88,0.119241192411924,0.352272727272727,0.36046511627907,0.258064516129032,0.0227272727272727,26,63,0.085365854,0.412698412698413,0.419354838709677,0.923076923076923,0.0158730158730159,54,197,0.266937669376694,0.274111675126904,0.276923076923077,0.833333333333333,0.010152284,54,196,0.275510204081633,1,0,113,76,37,0.672566372,21,6,55,15,7,0,0,0,76,200
"Dwight Howard",96,218,70,26,31,19,20,4,22,315,151,42,55,63,5,5,0,0,0,0,3,314,356,0,166,33,0,0,29,0.253435114503817,0.267741935,0,-195,109.938454524732,113.401129943503,534,0.238095238095238,0.378787878787879,0.2,0.090909091,98,94,4,54,39,1,0,4,55,0.561224489795918,64,28,36,21,82,265,936,628,54,0.418604651162791,292,0.256365232660228,282,0.31023102310231,0.280273438,308,9,0.062937063,198,0.16323165704864,101,0.116225546605293,0.143611912,0.195928753180662,0.285097192224622,0.293286219081272,0.321074964639321,0.272277227722772,0.203389830508475,0.154150197628458,0.122448979591837,0.116138763197587,0.116504854368932,31,0.191358024691358,4387,854,299,487,0.613963039014374,13,35,0.371428571428571,0.382352941176471,217,374,224,33,6,0.625418060200669,0.925742574257426,0.846153846153846,0.067049808,0.583558349,0.610153256704981,0.624269005847953,194,47,0.09650924,0,0,16.6765813999603,567,320,0.374707259953162,110,192,0.572916666666667,1,5,0.2,97,0.565989848,0.597014925373134,0.631276689189189,104,179,0.908629441624365,0.581005586592179,0.086538462,0,0,0,0,0,1,5,0.0253807106598985,0.2,0,31,0.583558349,0.816091954022989,2.87330595482546,26.5142857142857,259,391,0.74904214559387,0.662404092071611,0.723463687,0.598455598455598,0.084398977,34,79,0.151340996168582,0.430379746835443,0.523076923076923,0.764705882352941,0.177215189873418,6,17,0.0325670498084291,0.352941176470588,0.352941176470588,1,0,3,5,0.009578544,0.6,0.6,1,0,10,30,0.057471264,0.333333333333333,0.333333333333333,0.8,0,10,29,0.344827586206897,1,0,158,51,107,0.322784810126582,29,3,22,13,6,11,0,5,82,265
"Willy Hernangomez",146,347,91,55,45,24,22,9,46,229,122,21,25,34,2,5,4,1,0,0,1,262,338,2,153,33,1,0,30,0.174011299435028,0.17978848413631,0.0294117647058824,-40,114.62706565431,114.802485574789,785,0.090909091,0.407035175879397,0.260869565217391,0.166666666666667,55,54,1,26,28,0,1,0,25,0.454545454545455,60,28,32,4,83,250,852,534,43,0.344,245,0.253886010362694,246,0.243083003952569,0.248356095093576,318,15,0.09202454,224,0.181818181818182,79,0.09132948,0.144492131616595,0.241286863270777,0.262773722627737,0.259668508287293,0.234986945169713,0.268292682926829,0.214545454545455,0.185185185185185,0.094170404,0.08044164,0.121212121212121,61,0.219424460431655,4478,1080,402,731,0.549931600547196,8,33,0.242424242424242,0.25,252,550,254,24,0,0.68407960199005,0.862068965517241,1,0.043193717,0.550499868938401,0.541884816753927,0.589071038251366,166,71,0.097127223,0,0,20.0850570268703,580,295,0.273148148148148,120,249,0.481927710843373,0,1,0,55,0.48,0.521201413427562,0.592667788461538,107,219,0.876,0.488584474885845,0.186915887850467,0,1,0.004,0,0,0,0,0,0,0,7,0.550499868938401,0.712041884816754,3.38002735978112,25.7909090909091,310,511,0.668848168,0.60665362035225,0.672451193058568,0.670967741935484,0.097847358,90,206,0.269633507853403,0.436893203883495,0.486486486486487,0.733333333333333,0.101941747572816,2,14,0.018324607,0.142857142857143,0.142857142857143,0.5,0,1,7,0.009162304,0.142857142857143,0.142857142857143,1,0,7,26,0.0340314136125654,0.269230769230769,0.269230769230769,1,0,7,25,0.28,1,0,124,52,72,0.419354838709677,25,6,27,14,11,2,0,2,83,250
